match_id,date,format,team,opponent,venue,player,runs,balls,out,overs,runs_conceded,wickets,innings,position,fantasy_points,team_extras
RCBAvsMITest_20260404_151302,,T20,MITest,RCBA,Wankhede,Jasprit Bumrah,0,0,No,4,30,5,2,9,200,
RCBAvsMITest_20260404_151302,,T20,MITest,RCBA,Wankhede,Trent Boult,0,0,No,4,37,2,2,10,50,
RCBAvsMITest_20260404_151302,,T20,MITest,RCBA,Wankhede,Digvesh Singh Rathi,0,0,No,4,39,0,2,11,0,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Ayush Mhatre,46,32,Yes,0,0,0,1,1,52,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Ruturaj Gaikwad,64,31,Yes,0,0,0,1,2,75,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Sanju Samson,15,5,Yes,0,0,0,1,3,21,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Yashvardhan Dalal,29,18,Yes,0,0,0,1,4,35,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Venkatesh Iyer,27,23,No,1,5,0,1,5,40,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Shivam Dube,31,14,No,0,0,0,1,6,37,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Ravindra Jadeja,0,0,No,3,17,1,1,7,29,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Prashant Veer,0,0,No,4,40,1,1,8,25,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Wanindu Hasaranga,0,0,No,4,39,2,1,9,50,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Adil Rashid,0,0,No,4,34,2,1,10,50,
CSKtvsRRC_20260404_152442,,T20,CSKt,RRC,Chepauk,Noor Ahmad,0,0,No,4,25,1,1,11,27,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Yashasvi Jaiswal,3,6,Yes,0,0,0,2,1,3,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Vaibhav Suryavanshi,44,28,Yes,0,0,0,2,2,50,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Jacob Bethell,0,1,Yes,1,17,0,2,3,0,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Riyan Parag,6,12,Yes,4,40,0,2,4,6,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Dhruv Jurel,56,39,Yes,0,0,0,2,5,67,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Aniket Verma,20,14,Yes,0,0,0,2,6,26,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Marco Jansen,3,4,Yes,3,41,0,2,7,3,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Harshal Patel,10,16,No,2,24,0,2,8,15,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Lockie Ferguson,0,0,No,3,31,0,2,9,0,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Suyash Sharma,0,0,No,3,33,1,2,10,25,
CSKtvsRRC_20260404_152442,,T20,RRC,CSKt,Chepauk,Ravi Bishnoi,0,5,No,4,37,1,2,11,25,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Virat Kohli,9,9,Yes,0,0,0,1,1,13,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Kumar Kushagra,19,19,Yes,0,0,0,1,2,23,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Sai Sudharsan,0,1,Yes,0,0,0,1,3,0,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Rinku Singh,69,57,No,0,0,0,1,4,85,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Tim David,48,24,Yes,0,0,0,1,5,54,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Ramandeep Singh,28,16,No,0,0,0,1,6,39,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,George Linde,0,0,No,4,37,0,1,7,0,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Sunil Narine,0,0,No,3,18,2,1,8,52,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Bhuvneshwar Kumar,0,0,No,4,44,1,1,9,25,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,Mukesh Kumar,0,0,No,4,50,0,1,10,0,
RCBBvsRCBA_20260404_153840,,T20,RCBB,RCBA,Chinnaswamy,KC Cariappa,0,0,No,4,39,0,1,11,0,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Virat Kohli,38,35,Yes,1,22,0,2,1,42,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Urvil Patel,112,55,No,0,0,0,2,2,138,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Devdutt Padikkal,15,13,Yes,0,0,0,2,3,19,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Kumar Kushagra,13,10,Yes,0,0,0,2,4,19,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Rinku Singh,1,1,No,0,0,0,2,5,5,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Liam Livingstone,0,0,No,4,36,0,2,6,0,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Tim David,0,0,No,0,0,0,2,7,0,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,KC Cariappa,0,0,No,3,34,0,2,8,0,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Bhuvneshwar Kumar,0,0,No,4,34,0,2,9,0,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Josh Hazlewood,0,0,No,4,28,2,2,10,50,
RCBBvsRCBA_20260404_153840,,T20,RCBA,RCBB,Chinnaswamy,Khaleel Ahmed,0,0,No,4,33,2,2,11,50,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Virat Kohli,24,21,Yes,0,0,0,1,1,28,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Urvil Patel,8,8,Yes,0,0,0,1,2,12,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Devdutt Padikkal,26,20,Yes,0,0,0,1,3,32,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Kumar Kushagra,0,2,Yes,0,0,0,1,4,0,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Rinku Singh,0,1,Yes,0,0,0,1,5,0,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Liam Livingstone,5,9,Yes,2,19,0,1,6,5,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Tim David,0,1,Yes,0,0,0,1,7,0,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,KC Cariappa,15,16,No,1,9,0,1,8,22,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Bhuvneshwar Kumar,0,3,Yes,4,27,1,1,9,27,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Josh Hazlewood,1,6,Yes,2,15,2,1,10,51,
RCBAvsMITest_20260404_153055,,T20,RCBA,MITest,Chinnaswamy,Khaleel Ahmed,7,14,Yes,2,29,0,1,11,7,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Ryan Rickelton,51,32,No,0,0,0,2,1,67,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Smaran Ravichandra,27,17,Yes,0,0,0,2,2,33,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Rajat Patidar,4,5,Yes,0,0,0,2,3,6,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Salil Arora,9,11,Yes,0,0,0,2,4,11,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Naman Dhir,0,0,No,0,0,0,2,5,0,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Hardik Pandya,6,1,No,1,17,1,2,6,37,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Sikandar Raza,0,0,No,1,5,0,2,7,4,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Chama Milind,0,0,No,4,13,5,2,8,206,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Jasprit Bumrah,0,0,No,4,10,2,2,9,56,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Trent Boult,0,0,No,2,21,0,2,10,0,
RCBAvsMITest_20260404_153055,,T20,MITest,RCBA,Chinnaswamy,Anshul Kamboj,0,0,No,4,32,2,2,11,50,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Abhishek Sharma,8,7,Yes,0,0,0,1,1,12,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Travis Head,22,15,Yes,0,0,0,1,2,28,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Ishan Kishan,95,40,Yes,0,0,0,1,3,106,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Tilak Varma,82,42,No,0,0,0,1,4,98,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Will Jacks,18,11,No,2,40,0,1,5,24,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Mukul Choudhary,14,9,Yes,0,0,0,1,6,20,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Krunal Pandya,0,0,No,4,58,0,1,7,0,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Jofra Archer,0,0,No,2,29,1,1,8,25,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Auqib Nabi,0,0,No,4,46,1,1,9,25,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Anrich Nortje,0,0,No,4,45,1,1,10,25,
SRH1vsKKRA_20260404_153349,,T20,SRH1,KKRA,Eden,Jaydev Unadkat,0,0,No,3,34,0,1,11,0,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Finn Allen,52,23,Yes,0,0,0,2,1,63,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Angkrish Raghuvanshi,0,1,Yes,0,0,0,2,2,0,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Cameron Green,105,41,No,0,0,0,2,3,131,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Nehal Wadhera,31,28,Yes,0,0,0,2,4,35,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Washington Sundar,0,0,No,3,48,1,2,5,25,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Tristan Stubbs,58,23,No,0,0,0,2,6,74,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Anukul Roy,0,0,No,4,40,1,2,7,25,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Pat Cummins,0,0,No,4,38,1,2,8,25,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Shardul Thakur,0,0,No,3,37,0,2,9,0,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,Varun Chakravarthy,0,0,No,3,36,1,2,10,25,
SRH1vsKKRA_20260404_153349,,T20,KKRA,SRH1,Eden,T Natarajan,0,0,No,3,47,0,2,11,0,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Abhishek Sharma,125,59,No,0,0,0,1,1,151,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Travis Head,4,2,Yes,0,0,0,1,2,10,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Ishan Kishan,147,63,No,0,0,0,1,3,173,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Tilak Varma,0,0,No,0,0,0,1,4,0,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Will Jacks,0,0,No,2,18,0,1,5,0,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Mukul Choudhary,0,0,No,0,0,0,1,6,0,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Krunal Pandya,0,0,No,4,61,1,1,7,25,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Jofra Archer,0,0,No,4,56,0,1,8,0,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Auqib Nabi,0,0,No,2,29,0,1,9,0,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Anrich Nortje,0,0,No,4,43,1,1,10,25,
SRHCvsRRD_20260404_154845,,T20,SRHC,RRD,Hyderabad,Jaydev Unadkat,0,0,No,4,47,1,1,11,25,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Yashasvi Jaiswal,45,21,Yes,0,0,0,2,1,51,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Vaibhav Suryavanshi,145,65,No,0,0,0,2,2,171,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Riyan Parag,2,3,Yes,1,10,0,2,3,2,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Jacob Bethell,26,12,Yes,1,19,0,2,4,32,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Dhruv Jurel,32,20,No,0,0,0,2,5,43,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Shimron Hetmyer,0,0,No,0,0,0,2,6,0,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Marco Jansen,0,0,No,4,74,0,2,7,0,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Kagiso Rabada,0,0,No,4,46,0,2,8,0,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Suyash Sharma,0,0,No,2,24,0,2,9,0,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Ravi Bishnoi,0,0,No,4,54,0,2,10,0,
SRHCvsRRD_20260404_154845,,T20,RRD,SRHC,Hyderabad,Harshal Patel,0,0,No,4,58,1,2,11,25,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Yashasvi Jaiswal,26,13,Yes,0,0,0,1,1,32,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Vaibhav Suryavanshi,6,2,Yes,0,0,0,1,2,12,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Riyan Parag,2,5,Yes,3,45,0,1,3,2,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Jacob Bethell,34,16,Yes,1,11,0,1,4,40,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Dhruv Jurel,8,5,Yes,0,0,0,1,5,14,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Shimron Hetmyer,39,23,Yes,0,0,0,1,6,45,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Marco Jansen,37,25,Yes,2,13,0,1,7,45,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Kagiso Rabada,7,8,Yes,3,28,1,1,8,34,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Suyash Sharma,4,1,No,4,25,0,1,9,12,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Ravi Bishnoi,4,5,Yes,4,44,2,1,10,56,
RRDvscskn_20260404_154458,,T20,RRD,cskn,Hyderabad,Harshal Patel,4,2,Yes,1,7,0,1,11,10,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Ayush Mhatre,51,29,No,0,0,0,2,1,67,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Ruturaj Gaikwad,10,9,Yes,0,0,0,2,2,14,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Sanju Samson,37,28,Yes,0,0,0,2,3,43,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Venkatesh Iyer,49,28,Yes,2,24,1,2,4,80,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Aman Rao,7,5,Yes,0,0,0,2,5,13,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Shivam Dube,16,7,No,0,0,0,2,6,22,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Ravindra Jadeja,0,0,No,2,23,1,2,7,25,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Adil Rashid,0,0,No,3,25,0,2,8,0,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Mitchell Starc,0,0,No,4,36,3,2,9,75,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Matheesha Pathirana,0,0,No,3,34,2,2,10,50,
RRDvscskn_20260404_154458,,T20,cskn,RRD,Hyderabad,Lungi Ngidi,0,0,No,4,30,3,2,11,75,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Ryan Rickelton,5,5,Yes,0,0,0,1,1,9,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Smaran Ravichandra,6,5,Yes,0,0,0,1,2,12,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Rajat Patidar,54,35,Yes,0,0,0,1,3,65,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Salil Arora,60,29,No,0,0,0,1,4,76,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Naman Dhir,0,0,No,0,0,0,1,5,0,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Hardik Pandya,39,21,No,2,21,0,1,6,50,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Matt Short,45,30,Yes,1,24,0,1,7,51,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Chama Milind,0,0,No,4,35,4,1,8,125,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Jasprit Bumrah,0,0,No,4,37,1,1,9,25,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Trent Boult,0,0,No,4,58,2,1,10,50,
MITestvsSRHC_20260404_154837,,T20,MITest,SRHC,Hyderabad,Anshul Kamboj,0,0,No,3,45,1,1,11,25,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Abhishek Sharma,1,2,Yes,1,8,1,2,1,26,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Travis Head,18,13,Yes,0,0,0,2,2,24,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Ishan Kishan,5,3,Yes,0,0,0,2,3,11,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Tilak Varma,111,50,No,1,13,1,2,4,162,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Will Jacks,0,1,Yes,2,30,0,2,5,0,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Mukul Choudhary,32,16,Yes,0,0,0,2,6,38,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Krunal Pandya,0,1,Yes,2,20,0,2,7,0,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Jofra Archer,18,8,Yes,3,35,0,2,8,24,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Auqib Nabi,23,12,No,3,26,0,2,9,29,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Anrich Nortje,4,2,Yes,4,44,2,2,10,60,
MITestvsSRHC_20260404_154837,,T20,SRHC,MITest,Hyderabad,Jaydev Unadkat,0,0,No,4,42,0,2,11,0,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Yashasvi Jaiswal,5,3,Yes,0,0,0,1,1,11,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Vaibhav Suryavanshi,3,9,Yes,0,0,0,1,2,3,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Jacob Bethell,19,11,Yes,0,0,0,1,3,25,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Riyan Parag,13,15,Yes,4,17,3,1,4,96,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Dhruv Jurel,7,15,Yes,0,0,0,1,5,7,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Aniket Verma,8,4,Yes,0,0,0,1,6,14,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Marco Jansen,10,9,Yes,2,9,0,1,7,20,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Harshal Patel,6,6,Yes,3,27,1,1,8,35,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Lockie Ferguson,5,6,No,1,6,0,1,9,9,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Suyash Sharma,4,4,Yes,3,29,1,1,10,33,
RRCvsKKRA_20260404_155017,,T20,RRC,KKRA,Eden,Ravi Bishnoi,4,3,Yes,1,4,1,1,11,41,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Finn Allen,0,2,Yes,0,0,0,2,1,0,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Angkrish Raghuvanshi,11,7,Yes,0,0,0,2,2,17,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Cameron Green,15,9,Yes,0,0,0,2,3,21,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Karun Nair,7,15,Yes,0,0,0,2,4,7,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Washington Sundar,1,5,Yes,2,9,1,2,5,32,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Tristan Stubbs,35,25,No,0,0,0,2,6,46,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Anukul Roy,5,9,Yes,4,23,1,2,7,34,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Pat Cummins,13,12,No,2,7,1,2,8,48,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Vaibhav Arora,0,0,No,3,27,2,2,9,50,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,Varun Chakravarthy,0,0,No,2,17,3,2,10,75,
RRCvsKKRA_20260404_155017,,T20,KKRA,RRC,Eden,T Natarajan,0,0,No,1,8,2,2,11,50,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Finn Allen,143,66,No,0,0,0,1,1,169,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Angkrish Raghuvanshi,6,3,Yes,0,0,0,1,2,12,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Cameron Green,31,27,Yes,3,46,1,1,3,60,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Abdul Samad,38,25,Yes,0,0,0,1,4,44,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Ayush Badoni,0,0,No,0,0,0,1,5,0,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Tristan Stubbs,2,5,No,0,0,0,1,6,2,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Anukul Roy,0,0,No,3,44,1,1,7,25,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Pat Cummins,0,0,No,4,35,2,1,8,50,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Vaibhav Arora,0,0,No,3,38,1,1,9,25,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,Varun Chakravarthy,0,0,No,3,26,0,1,10,0,
KKRAvsRCBT_20260404_161423,,T20,KKRA,RCBT,Chinnaswamy,T Natarajan,0,0,No,3,46,0,1,11,0,
